,Artist,Title,Writers,Producer,Year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
380,Fleetwood Mac,Go Your Own Way,Lindsey Buckingham,"Fleetwood Mac, Richard Dashut, Ken Caillat",77,4xh7W7tlNMIczFhupCPniY,75,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,audio_features,4xh7W7tlNMIczFhupCPniY,spotify:track:4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/tracks/4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/audio-analysis/4xh7W7tlNMIczFhupCPniY,223613,4
381,The Isley Brothers,Shout (Parts 1 and 2),"Rudolph Isley, Ronald Isley, O'Kelly Isley","Hugo Peretti, Luigi Creatore",59,1o8b7Nn4cpb8MneytnwUVm,10,0.49,0.848,10,-7.375,1,0.105,0.743,0.0,0.931,0.501,138.474,audio_features,1o8b7Nn4cpb8MneytnwUVm,spotify:track:1o8b7Nn4cpb8MneytnwUVm,https://api.spotify.com/v1/tracks/1o8b7Nn4cpb8MneytnwUVm,https://api.spotify.com/v1/audio-analysis/1o8b7Nn4cpb8MneytnwUVm,267933,4
382,Beyonce feat. Jay-Z,Crazy in Love,"Rich Harrison, Beyonce, Jay-Z","Harrison, Beyonce",03,19lLzX7vt4BhrSOaHeRyn7,30,0.656,0.767,2,-6.607,0,0.21,0.00248,0.0,0.0688,0.7,99.201,audio_features,19lLzX7vt4BhrSOaHeRyn7,spotify:track:19lLzX7vt4BhrSOaHeRyn7,https://api.spotify.com/v1/tracks/19lLzX7vt4BhrSOaHeRyn7,https://api.spotify.com/v1/audio-analysis/19lLzX7vt4BhrSOaHeRyn7,236120,4
383,Al Green,Take Me to the River,"Green, Mabon Hodges",Willie Mitchell,74,62r1CS9zL1FL5Ilb7hLX7n,65,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,audio_features,62r1CS9zL1FL5Ilb7hLX7n,spotify:track:62r1CS9zL1FL5Ilb7hLX7n,https://api.spotify.com/v1/tracks/62r1CS9zL1FL5Ilb7hLX7n,https://api.spotify.com/v1/audio-analysis/62r1CS9zL1FL5Ilb7hLX7n,225373,4
384,The Rolling Stones,Honky Tonk Women,"Mick Jagger, Keith Richards",Jimmy Miller,69,5hViuOELqYLRJ3UEdYAGEk,32,0.343,0.974,7,-3.69,1,0.0638,0.00948,0.00178,0.748,0.81,122.223,audio_features,5hViuOELqYLRJ3UEdYAGEk,spotify:track:5hViuOELqYLRJ3UEdYAGEk,https://api.spotify.com/v1/tracks/5hViuOELqYLRJ3UEdYAGEk,https://api.spotify.com/v1/audio-analysis/5hViuOELqYLRJ3UEdYAGEk,191573,4
385,Sam Cooke,You Send Me,Cooke,"Richard ""Bumps"" Blackwell",57,5aivQ5CkXXHJoMLy0o92HL,65,0.577,0.254,4,-10.13,0,0.0302,0.915,0.0,0.136,0.472,96.77,audio_features,5aivQ5CkXXHJoMLy0o92HL,spotify:track:5aivQ5CkXXHJoMLy0o92HL,https://api.spotify.com/v1/tracks/5aivQ5CkXXHJoMLy0o92HL,https://api.spotify.com/v1/audio-analysis/5aivQ5CkXXHJoMLy0o92HL,162467,4
386,The Drifters,Up on the Roof,"Gerry Goffin, Carole King","Jerry Leiber, Mike Stoller",62,2806jBTs12WAfzFImSxJzL,55,0.584,0.489,8,-6.182,1,0.0277,0.755,0.0,0.133,0.777,121.891,audio_features,2806jBTs12WAfzFImSxJzL,spotify:track:2806jBTs12WAfzFImSxJzL,https://api.spotify.com/v1/tracks/2806jBTs12WAfzFImSxJzL,https://api.spotify.com/v1/audio-analysis/2806jBTs12WAfzFImSxJzL,155053,4
387,Elvis Presley,That's All Right,Arthur Crudup,Sam Phillips,54,0tHcXWIYt99GY8BONrPIfA,53,0.655,0.405,2,-9.825,1,0.036,0.808,1.33e-06,0.116,0.696,105.272,audio_features,0tHcXWIYt99GY8BONrPIfA,spotify:track:0tHcXWIYt99GY8BONrPIfA,https://api.spotify.com/v1/tracks/0tHcXWIYt99GY8BONrPIfA,https://api.spotify.com/v1/audio-analysis/0tHcXWIYt99GY8BONrPIfA,115280,4
388,Hank Williams,I'm So Lonesome I Could Cry,Williams,Fred Rose,49,4tj7IsJrn4MvesuhoY0JBy,55,0.524,0.258,4,-14.827,1,0.0287,0.829,0.00164,0.328,0.349,111.937,audio_features,4tj7IsJrn4MvesuhoY0JBy,spotify:track:4tj7IsJrn4MvesuhoY0JBy,https://api.spotify.com/v1/tracks/4tj7IsJrn4MvesuhoY0JBy,https://api.spotify.com/v1/audio-analysis/4tj7IsJrn4MvesuhoY0JBy,169067,3
389,Otis Redding,I've Been Loving You too Long (to Stop Now),"Jerry Butler, Redding","Jim Stewart, Steve Cropper",65,36Ec6qkBtFF2XYj51zs8L6,34,0.499,0.289,9,-9.315,1,0.0281,0.576,9.18e-05,0.562,0.145,139.732,audio_features,36Ec6qkBtFF2XYj51zs8L6,spotify:track:36Ec6qkBtFF2XYj51zs8L6,https://api.spotify.com/v1/tracks/36Ec6qkBtFF2XYj51zs8L6,https://api.spotify.com/v1/audio-analysis/36Ec6qkBtFF2XYj51zs8L6,194506,3
390,Van Morrison,Brown Eyed Girl,Morrison,Bert Berns,67,3yrSvpt2l1xhsV9Em88Pul,81,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
391,Prince,Little Red Corvette,Prince,Prince,83,6X4JeTWCuKEzKOEHXDtyBo,61,0.777,0.7,1,-11.045,1,0.0869,0.235,8.02e-06,0.836,0.802,122.94,audio_features,6X4JeTWCuKEzKOEHXDtyBo,spotify:track:6X4JeTWCuKEzKOEHXDtyBo,https://api.spotify.com/v1/tracks/6X4JeTWCuKEzKOEHXDtyBo,https://api.spotify.com/v1/audio-analysis/6X4JeTWCuKEzKOEHXDtyBo,188613,4
392,Buddy Holly and the Crickets,Not Fade Away,"Holly, Norman Petty",Petty,57,2iBlRjsrDW24eMqDrCBpcB,16,0.642,0.801,7,-10.338,0,0.112,0.923,0.0431,0.105,0.833,111.527,audio_features,2iBlRjsrDW24eMqDrCBpcB,spotify:track:2iBlRjsrDW24eMqDrCBpcB,https://api.spotify.com/v1/tracks/2iBlRjsrDW24eMqDrCBpcB,https://api.spotify.com/v1/audio-analysis/2iBlRjsrDW24eMqDrCBpcB,85360,4
393,Bob Dylan,Mr. Tambourine Man,Dylan,Tom Wilson,65,3RkQ3UwOyPqpIiIvGVewuU,65,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,audio_features,3RkQ3UwOyPqpIiIvGVewuU,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,https://api.spotify.com/v1/tracks/3RkQ3UwOyPqpIiIvGVewuU,https://api.spotify.com/v1/audio-analysis/3RkQ3UwOyPqpIiIvGVewuU,330533,4
394,Simon and Garfunkel,The Boxer,Paul Simon,"Roy Halee, Simon, Art Garfunkel",69,76TZCvJ8GitQ2FA1q5dKu0,73,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,audio_features,76TZCvJ8GitQ2FA1q5dKu0,spotify:track:76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/tracks/76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/audio-analysis/76TZCvJ8GitQ2FA1q5dKu0,308520,4
395,Stevie Wonder,Living for the City,Wonder,Wonder,73,1O1mCVN5hue4lOOqd5EysZ,57,0.708,0.538,11,-10.28,1,0.0686,0.256,0.0,0.193,0.651,98.233,audio_features,1O1mCVN5hue4lOOqd5EysZ,spotify:track:1O1mCVN5hue4lOOqd5EysZ,https://api.spotify.com/v1/tracks/1O1mCVN5hue4lOOqd5EysZ,https://api.spotify.com/v1/audio-analysis/1O1mCVN5hue4lOOqd5EysZ,219307,4
396,Donna Summer,Hot Stuff,"Pete Bellotte, Harold Faltermeyer, Keith Forsey","Giorgio Moroder, Bellotte",79,2Vnw8zKmjhr1jczUeaqiQg,68,0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,audio_features,2Vnw8zKmjhr1jczUeaqiQg,spotify:track:2Vnw8zKmjhr1jczUeaqiQg,https://api.spotify.com/v1/tracks/2Vnw8zKmjhr1jczUeaqiQg,https://api.spotify.com/v1/audio-analysis/2Vnw8zKmjhr1jczUeaqiQg,407053,4
397,Gene Vincent and His Blue Caps,Be-Bop-A-Lula,"Vincent, Bill Davis",Ken Nelson,56,0HUp7ipIDJvITTqizN6cxJ,49,0.593,0.537,9,-10.906,1,0.0444,0.414,0.0,0.147,0.843,126.071,audio_features,0HUp7ipIDJvITTqizN6cxJ,spotify:track:0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/tracks/0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/audio-analysis/0HUp7ipIDJvITTqizN6cxJ,156307,4
398,The Jimi Hendrix Experience,Voodoo Child (Slight Return),Jimi Hendrix,Chas Chandler,68,2AxCeJ6PSsBYiTckM0HLY7,68,0.214,0.91,8,-6.662,1,0.389,0.48,0.00839,0.0517,0.447,175.561,audio_features,2AxCeJ6PSsBYiTckM0HLY7,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/tracks/2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/audio-analysis/2AxCeJ6PSsBYiTckM0HLY7,313373,4
399,The Rolling Stones,You Can't Always Get What You Want,"Mick Jagger, Keith Richards",Jimmy Miller,69,6lFZbCc7pn6Lme1NP7qQqQ,68,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,audio_features,6lFZbCc7pn6Lme1NP7qQqQ,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,https://api.spotify.com/v1/tracks/6lFZbCc7pn6Lme1NP7qQqQ,https://api.spotify.com/v1/audio-analysis/6lFZbCc7pn6Lme1NP7qQqQ,448720,4
400,Gnarls Barkley,Crazy,"Brian Burton, Thomas Calloway, Gianfranco Reverberi, Gian Piero Reverberi",Danger Mouse,06,2N5zMZX7YeL1tico8oQxa9,74,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,audio_features,2N5zMZX7YeL1tico8oQxa9,spotify:track:2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/audio-analysis/2N5zMZX7YeL1tico8oQxa9,182066,4
401,Creedence Clearwater Revival,Fortunate Son,John Fogerty,Fogerty,69,4BP3uh0hFLFRb5cjsgLqDh,82,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
402,Al Green,Love and Happiness,"Green, Mabon ""Teenie"" Hodges",Willie Mitchell,72,6SMHgPgNkhe9lneNTbgtel,63,0.822,0.457,6,-10.937,1,0.235,0.214,0.000397,0.0766,0.73,99.16,audio_features,6SMHgPgNkhe9lneNTbgtel,spotify:track:6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/tracks/6SMHgPgNkhe9lneNTbgtel,https://api.spotify.com/v1/audio-analysis/6SMHgPgNkhe9lneNTbgtel,307063,4
403,Chuck Berry,Roll Over Beethoven,Berry,Leonard and Phil Chess,56,6C7aTTCUWRK7dD379yUT3W,62,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,audio_features,6C7aTTCUWRK7dD379yUT3W,spotify:track:6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/tracks/6C7aTTCUWRK7dD379yUT3W,https://api.spotify.com/v1/audio-analysis/6C7aTTCUWRK7dD379yUT3W,144600,4
404,Jerry Lee Lewis,Great Balls of Fire,"Otis Blackwell, Jack Hammer",Sam Phillips,57,5UvE5QlINnvEc7aFO14DVL,68,0.4,0.818,0,-11.238,1,0.08,0.458,3.25e-06,0.132,0.936,166.287,audio_features,5UvE5QlINnvEc7aFO14DVL,spotify:track:5UvE5QlINnvEc7aFO14DVL,https://api.spotify.com/v1/tracks/5UvE5QlINnvEc7aFO14DVL,https://api.spotify.com/v1/audio-analysis/5UvE5QlINnvEc7aFO14DVL,109707,4
405,Carl Perkins,Blue Suede Shoes,Perkins,Sam Phillips,56,3Qylbx7tZcsP9RggQ6umUh,58,0.548,0.675,4,-7.318,0,0.0364,0.448,8.53e-05,0.297,0.965,168.891,audio_features,3Qylbx7tZcsP9RggQ6umUh,spotify:track:3Qylbx7tZcsP9RggQ6umUh,https://api.spotify.com/v1/tracks/3Qylbx7tZcsP9RggQ6umUh,https://api.spotify.com/v1/audio-analysis/3Qylbx7tZcsP9RggQ6umUh,134446,4
406,Little Richard,"Good Golly, Miss Molly","Robert ""Bumps"" Blackwell, John Marascalco",Blackwell,58,7ojv5P29GWTw89c7w6drV9,54,0.558,0.873,7,-9.129,1,0.0444,0.481,0.000215,0.395,0.967,166.165,audio_features,7ojv5P29GWTw89c7w6drV9,spotify:track:7ojv5P29GWTw89c7w6drV9,https://api.spotify.com/v1/tracks/7ojv5P29GWTw89c7w6drV9,https://api.spotify.com/v1/audio-analysis/7ojv5P29GWTw89c7w6drV9,127387,4
407,U2,I Still Haven't Found What I'm Looking For,Bono,"Daniel Lanois, Brian Eno",87,6wpGqhRvJGNNXwWlPmkMyO,79,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4
408,Ramones,Blitzkrieg Bop,The Ramones,Craig Leon,76,4KcH1ZRV2W1q7Flq0QqC76,72,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,audio_features,4KcH1ZRV2W1q7Flq0QqC76,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/tracks/4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/audio-analysis/4KcH1ZRV2W1q7Flq0QqC76,134467,4
409,Elvis Presley,Suspicious Minds,Mark James,"Chips Moman, Felton Jarvis, Presley",69,1H5IfYyIIAlgDX8zguUzns,73,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,audio_features,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280,4
410,The Five Satins,In the Still of the Night,Fred Parris,The Five Satins,56,0GVvRmCoiLkhxJvlZy9bLk,60,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,audio_features,0GVvRmCoiLkhxJvlZy9bLk,spotify:track:0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/tracks/0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/audio-analysis/0GVvRmCoiLkhxJvlZy9bLk,187667,3
411,The Mamas and the Papas,California Dreamin',John and Michelle Phillips,Lou Adler,65,4s6LhHAV5SEsOV0lC2tjvJ,79,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,audio_features,4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4
412,The Temptations,My Girl,"Smokey Robinson, Ronald White","Robinson, White",65,745H5CctFr12Mo7cqa1BMH,80,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,audio_features,745H5CctFr12Mo7cqa1BMH,spotify:track:745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/tracks/745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/audio-analysis/745H5CctFr12Mo7cqa1BMH,165000,4
413,Johnny Cash,Ring of Fire,"June Carter, Merle Kilgore",Don Law,63,6YffUZJ2R06kyxyK6onezL,72,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
414,Bruce Springsteen,Thunder Road,Springsteen,"Springsteen, Jon Landau, Mike Appel",75,56lhDZNQ5J47aog6mGKeGk,68,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,audio_features,56lhDZNQ5J47aog6mGKeGk,spotify:track:56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/tracks/56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/audio-analysis/56lhDZNQ5J47aog6mGKeGk,288720,4
415,Patsy Cline,Crazy,Willie Nelson,Owen Bradley,61,3zpj9dvJABiyMrmLCPw6i8,66,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.765,audio_features,3zpj9dvJABiyMrmLCPw6i8,spotify:track:3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/tracks/3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/audio-analysis/3zpj9dvJABiyMrmLCPw6i8,164573,3
416,The Police,Every Breath You Take,Sting,Hugh Padgham,83,1JSTJqkT5qHq8MDJnJbRE1,85,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
417,The Beatles,Norwegian Wood (This Bird Has Flown),"John Lennon, Paul McCartney",George Martin,65,1H7gMYGykdtwZOV6s1N0by,69,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,audio_features,1H7gMYGykdtwZOV6s1N0by,spotify:track:1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/tracks/1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/audio-analysis/1H7gMYGykdtwZOV6s1N0by,124693,3
418,Fats Domino,Blueberry Hill,"Al Lewis, Larry Stock, Vincent Rose",Dave Bartholomew,56,2NkAoxQOr6MGdMB5JDTU81,58,0.479,0.506,11,-8.175,1,0.0272,0.849,2.69e-05,0.25,0.83,136.662,audio_features,2NkAoxQOr6MGdMB5JDTU81,spotify:track:2NkAoxQOr6MGdMB5JDTU81,https://api.spotify.com/v1/tracks/2NkAoxQOr6MGdMB5JDTU81,https://api.spotify.com/v1/audio-analysis/2NkAoxQOr6MGdMB5JDTU81,143440,3
419,Marvin Gaye,I Heard It Through the Grapevine,"Barrett Strong, Norman Whitfield",Whitfield,68,1tqT6DhmsrtQgyCKUwotiw,74,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4
420,The Kinks,You Really Got Me,Ray Davies,Shel Talmy,64,29SyMC0plk6qw8NMF7lfRL,73,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,audio_features,29SyMC0plk6qw8NMF7lfRL,spotify:track:29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/tracks/29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/audio-analysis/29SyMC0plk6qw8NMF7lfRL,134253,4
421,The Byrds,Mr. Tambourine Man,Bob Dylan,Terry Melcher,65,2HCaIYjkvWSZzaSKUoOh3d,66,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,audio_features,2HCaIYjkvWSZzaSKUoOh3d,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/tracks/2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/audio-analysis/2HCaIYjkvWSZzaSKUoOh3d,149467,4
422,James Brown,I Got You (I Feel Good),Brown,Brown,65,5haXbSJqjjM0TCJ5XkfEaC,71,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,audio_features,5haXbSJqjjM0TCJ5XkfEaC,spotify:track:5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/tracks/5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC,165800,4
423,Elvis Presley,Mystery Train,"Junior Parker, Sam Phillips",Phillips,55,0GvhHQbWSnGltjl0je61dI,54,0.699,0.514,4,-12.61,1,0.0315,0.587,0.029,0.22,0.63,120.758,audio_features,0GvhHQbWSnGltjl0je61dI,spotify:track:0GvhHQbWSnGltjl0je61dI,https://api.spotify.com/v1/tracks/0GvhHQbWSnGltjl0je61dI,https://api.spotify.com/v1/audio-analysis/0GvhHQbWSnGltjl0je61dI,144947,4
424,The Beatles,Strawberry Fields Forever,"John Lennon, Paul McCartney",George Martin,67,3Am0IbOxmvlSXro7N5iSfZ,71,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,3Am0IbOxmvlSXro7N5iSfZ,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4
425,Led Zeppelin,Whole Lotta Love,"Willie Dixon, Led Zeppelin",Jimmy Page,69,0hCB0YR03f6AmQaHbwWDe8,78,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4
426,Eddie Cochran,Summertime Blues,"Cochran, Jerry Capehart",Capehart,58,3oAWTk92mZBxKBOKf8mR5v,64,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4
427,Stevie Wonder,Superstition,Wonder,"Wonder, Malcolm Cecil, Robert Margouleff",72,1h2xVEoJORqrg71HocgqXd,77,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,1h2xVEoJORqrg71HocgqXd,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4
428,The Beach Boys,California Girls,"Brian Wilson, Mike Love",Wilson,65,6bJuuCtXYiwOcKT9s8uRh8,63,0.503,0.62,11,-6.069,1,0.0296,0.471,0.0,0.159,0.713,116.599,audio_features,6bJuuCtXYiwOcKT9s8uRh8,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,https://api.spotify.com/v1/tracks/6bJuuCtXYiwOcKT9s8uRh8,https://api.spotify.com/v1/audio-analysis/6bJuuCtXYiwOcKT9s8uRh8,160360,4
429,James Brown,Papa's Got A Brand New Bag,Brown,Brown,66,6v4gV9s0pnwKbmF1yk5knO,53,0.746,0.702,4,-8.099,1,0.0766,0.493,0.0398,0.0964,0.889,129.434,audio_features,6v4gV9s0pnwKbmF1yk5knO,spotify:track:6v4gV9s0pnwKbmF1yk5knO,https://api.spotify.com/v1/tracks/6v4gV9s0pnwKbmF1yk5knO,https://api.spotify.com/v1/audio-analysis/6v4gV9s0pnwKbmF1yk5knO,125707,4
430,Dionne Warwick,Walk On By,"Burt Bacharach, Hal David","Bacharach, David",64,3xsOtNxtBW0oTI1OWKAzTm,63,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,audio_features,3xsOtNxtBW0oTI1OWKAzTm,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/tracks/3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/audio-analysis/3xsOtNxtBW0oTI1OWKAzTm,178333,4
431,Roy Orbison,Crying,"Joe Melson, Orbison",Fred Foster,61,6eLL7QTdMWdhhG4i3jHDR9,62,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,audio_features,6eLL7QTdMWdhhG4i3jHDR9,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/tracks/6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/audio-analysis/6eLL7QTdMWdhhG4i3jHDR9,166467,4
432,Bob Dylan,Tangled Up in Blue,Dylan,Dylan,75,6Vcwr9tb3ZLO63F8DL8cqu,67,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,audio_features,6Vcwr9tb3ZLO63F8DL8cqu,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/tracks/6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/audio-analysis/6Vcwr9tb3ZLO63F8DL8cqu,341627,4
433,Elvis Presley,Jailhouse Rock,"Jerry Leiber, Mike Stoller",Steve Sholes,57,4gphxUgq0JSFv2BCLhNDiE,74,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,audio_features,4gphxUgq0JSFv2BCLhNDiE,spotify:track:4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480,4
434,Bob Marley and the Wailers,Redemption Song,Marley,Chris Blackwell,80,26PwuMotZqcczKLHi4Htz3,72,0.671,0.256,7,-10.743,1,0.0387,0.608,0.0,0.0737,0.694,115.871,audio_features,26PwuMotZqcczKLHi4Htz3,spotify:track:26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/tracks/26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/audio-analysis/26PwuMotZqcczKLHi4Htz3,233560,4
